,case,rmse,privacy,real,uniform,nclasses,uniform_original
29417,15mt_23_uniform,32.35016743903101,15,m,1,23,1
29418,15tfNone_23_uniform,18.508240303113148,15,t,0,23,1
29419,15ff_23_uniform,15.53533693618622,15,f,0,23,1
29420,15ft_23_uniform,26.606933098139923,15,f,1,23,1
29421,15tt_23_uniform,39.02660061490819,15,t,1,23,1
29422,15mf_23_uniform,13.935908923744057,15,m,0,23,1
29423,15mt_23_uniform,29.070030386407744,15,m,1,23,1
29424,15tfNone_23_uniform,12.83495123887958,15,t,0,23,1
29425,15ff_23_uniform,13.966835432692651,15,f,0,23,1
29426,15ft_23_uniform,31.552425509864747,15,f,1,23,1
29427,15tt_23_uniform,29.984143957913613,15,t,1,23,1
29428,15mf_23_uniform,14.98164614696841,15,m,0,23,1
29429,15mt_23_uniform,36.16468504555865,15,m,1,23,1
29430,15tfNone_23_uniform,16.052991697766654,15,t,0,23,1
29431,15ff_23_uniform,14.336470692857421,15,f,0,23,1
29432,15ft_23_uniform,40.13344407515178,15,f,1,23,1
29433,15tt_23_uniform,33.587166861433474,15,t,1,23,1
29434,15mf_23_uniform,14.398391844522079,15,m,0,23,1
29435,15mt_23_uniform,28.488594208911078,15,m,1,23,1
29436,15tfNone_23_uniform,14.523396602798009,15,t,0,23,1
29437,15ff_23_uniform,15.508597410009232,15,f,0,23,1
29438,15ft_23_uniform,27.073398177711137,15,f,1,23,1
29439,15tt_23_uniform,32.417827742702904,15,t,1,23,1
29440,15mf_23_uniform,16.982753542019637,15,m,0,23,1
29441,15mt_23_uniform,34.45176983036512,15,m,1,23,1
29442,15tfNone_23_uniform,14.424751367547605,15,t,0,23,1
29443,15ff_23_uniform,15.629429161774086,15,f,0,23,1
29444,15ft_23_uniform,30.25976426433854,15,f,1,23,1
29445,15tt_23_uniform,31.376282620971963,15,t,1,23,1
29446,15mf_23_uniform,13.151356960496027,15,m,0,23,1
29447,15mt_23_uniform,41.09944579242473,15,m,1,23,1
29448,15tfNone_23_uniform,22.58496924437122,15,t,0,23,1
29449,15ff_23_uniform,13.789732042385324,15,f,0,23,1
29450,15ft_23_uniform,29.30180123397815,15,f,1,23,1
29451,15tt_23_uniform,19.505440836397966,15,t,1,23,1
29452,15mf_23_uniform,12.34623464256523,15,m,0,23,1
29453,15mt_23_uniform,26.52830773176294,15,m,1,23,1
29454,15tfNone_23_uniform,18.386834396760342,15,t,0,23,1
29455,15ff_23_uniform,13.750235924355504,15,f,0,23,1
29456,15ft_23_uniform,35.34603545268172,15,f,1,23,1
29457,15tt_23_uniform,28.371190395266275,15,t,1,23,1
29458,15mf_23_uniform,16.10105802924881,15,m,0,23,1
29459,15mt_23_uniform,32.09084327689487,15,m,1,23,1
29460,15tfNone_23_exponential,9.211030923277328e-12,15,t,0,23,0
29461,15ff_23_exponential,6.984017584844877e-12,15,f,0,23,0
29462,15ft_23_exponential,493.9068738132726,15,f,1,23,0
29463,15tt_23_exponential,479.326610986705,15,t,1,23,0
29464,15mf_23_exponential,209.154393952064,15,m,0,23,0
29465,15mt_23_exponential,518.666381033913,15,m,1,23,0
29466,15tfNone_23_exponential,5.116288715295674e-12,15,t,0,23,0
29467,15ff_23_exponential,6.742624406489119e-12,15,f,0,23,0
29468,15ft_23_exponential,483.8512168011981,15,f,1,23,0
29469,15tt_23_exponential,491.702053169304,15,t,1,23,0
29470,15mf_23_exponential,198.42103290370991,15,m,0,23,0
29471,15mt_23_exponential,529.8987521215728,15,m,1,23,0
29472,15tfNone_23_exponential,9.745676576847639e-12,15,t,0,23,0
29473,15ff_23_exponential,1.4360746939414768e-11,15,f,0,23,0
29474,15ft_23_exponential,481.89417925515556,15,f,1,23,0
29475,15tt_23_exponential,469.9659562138517,15,t,1,23,0
29476,15mf_23_exponential,189.51196936104066,15,m,0,23,0
29477,15mt_23_exponential,523.0808350532428,15,m,1,23,0
29478,15tfNone_23_exponential,1.041304017020244e-11,15,t,0,23,0
29479,15ff_23_exponential,1.371365603173579e-11,15,f,0,23,0
29480,15ft_23_exponential,489.2586228161952,15,f,1,23,0
29481,15tt_23_exponential,499.36050013082644,15,t,1,23,0
29482,15mf_23_exponential,223.0394173913242,15,m,0,23,0
29483,15mt_23_exponential,532.4529908827633,15,m,1,23,0
29484,15tfNone_23_exponential,1.1738769793206397e-11,15,t,0,23,0
29485,15ff_23_exponential,5.174794407656357e-12,15,f,0,23,0
29486,15ft_23_exponential,468.83567365217516,15,f,1,23,0
29487,15tt_23_exponential,484.4408001901666,15,t,1,23,0
29488,15mf_23_exponential,226.24862328804892,15,m,0,23,0
29489,15mt_23_exponential,545.6913810326606,15,m,1,23,0
29490,15tfNone_23_exponential,6.971991774125183e-12,15,t,0,23,0
29491,15ff_23_exponential,1.0529135619111313e-11,15,f,0,23,0
29492,15ft_23_exponential,491.6441802767526,15,f,1,23,0
29493,15tt_23_exponential,486.6897462356374,15,t,1,23,0
29494,15mf_23_exponential,226.0259551013792,15,m,0,23,0
29495,15mt_23_exponential,548.1506506449398,15,m,1,23,0
29496,15tfNone_23_exponential,7.047225855177286e-12,15,t,0,23,0
29497,15ff_23_exponential,1.3253651799888537e-11,15,f,0,23,0
29498,15ft_23_exponential,460.4562954287844,15,f,1,23,0
29499,15tt_23_exponential,504.75208436089366,15,t,1,23,0
29500,15mf_23_exponential,202.57777202471974,15,m,0,23,0
29501,15mt_23_exponential,562.6442570576882,15,m,1,23,0
29502,15tfNone_23_exponential,9.212887772128797e-12,15,t,0,23,0
29503,15ff_23_exponential,8.414690923039129e-12,15,f,0,23,0
29504,15ft_23_exponential,496.9294810040043,15,f,1,23,0
29505,15tt_23_exponential,509.38483398203863,15,t,1,23,0
29506,15mf_23_exponential,250.14519862943212,15,m,0,23,0
29507,15mt_23_exponential,537.4034509898537,15,m,1,23,0
29508,15tfNone_23_exponential,1.0412310209145684e-11,15,t,0,23,0
29509,15ff_23_exponential,7.612949181964257e-12,15,f,0,23,0
29510,15ft_23_exponential,478.6532031532735,15,f,1,23,0
29511,15tt_23_exponential,503.07942622503367,15,t,1,23,0
29512,15mf_23_exponential,238.17655260783894,15,m,0,23,0
29513,15mt_23_exponential,550.1586247589831,15,m,1,23,0
29514,15tfNone_23_exponential,7.442777077800057e-12,15,t,0,23,0
29515,15ff_23_exponential,4.352756389806085e-12,15,f,0,23,0
29516,15ft_23_exponential,493.50674675318174,15,f,1,23,0
29517,15tt_23_exponential,485.6509949427561,15,t,1,23,0
29518,15mf_23_exponential,215.47941816311513,15,m,0,23,0
29519,15mt_23_exponential,545.5796220231687,15,m,1,23,0
29520,16tfNone_23_uniform,12.20851719274305,16,t,0,23,1
29521,16ff_23_uniform,12.006554173630333,16,f,0,23,1
29522,16ft_23_uniform,32.01110647103596,16,f,1,23,1
29523,16tt_23_uniform,23.74736827524263,16,t,1,23,1
29524,16mf_23_uniform,13.686503533696527,16,m,0,23,1
29525,16mt_23_uniform,33.58338502890976,16,m,1,23,1
29526,16tfNone_23_uniform,11.97107470937427,16,t,0,23,1
29527,16ff_23_uniform,13.990296796435171,16,f,0,23,1
29528,16ft_23_uniform,31.238247790169027,16,f,1,23,1
29529,16tt_23_uniform,34.101869450222225,16,t,1,23,1
29530,16mf_23_uniform,14.92946268566364,16,m,0,23,1
29531,16mt_23_uniform,28.90893568604697,16,m,1,23,1
29532,16tfNone_23_uniform,15.186634156324882,16,t,0,23,1
29533,16ff_23_uniform,12.946956059495884,16,f,0,23,1
29534,16ft_23_uniform,29.920989706224624,16,f,1,23,1
29535,16tt_23_uniform,32.07023542164915,16,t,1,23,1
29536,16mf_23_uniform,10.882229839614322,16,m,0,23,1
29537,16mt_23_uniform,32.19544804782191,16,m,1,23,1
29538,16tfNone_23_uniform,15.970974112096288,16,t,0,23,1
29539,16ff_23_uniform,10.22148748903938,16,f,0,23,1
29540,16ft_23_uniform,27.509089406957838,16,f,1,23,1
29541,16tt_23_uniform,33.761572090173765,16,t,1,23,1
29542,16mf_23_uniform,15.629977521440868,16,m,0,23,1
29543,16mt_23_uniform,24.046017081837068,16,m,1,23,1
29544,16tfNone_23_uniform,14.393105208084425,16,t,0,23,1
29545,16ff_23_uniform,12.258629827735113,16,f,0,23,1
29546,16ft_23_uniform,41.04237520538985,16,f,1,23,1
29547,16tt_23_uniform,26.759636114865238,16,t,1,23,1
29548,16mf_23_uniform,11.135122328922137,16,m,0,23,1
29549,16mt_23_uniform,38.06285919370745,16,m,1,23,1
29550,16tfNone_23_uniform,12.124495034705758,16,t,0,23,1
29551,16ff_23_uniform,14.555231848537819,16,f,0,23,1
29552,16ft_23_uniform,34.78213442271765,16,f,1,23,1
29553,16tt_23_uniform,26.66429025869618,16,t,1,23,1
29554,16mf_23_uniform,13.64142343531194,16,m,0,23,1
29555,16mt_23_uniform,31.503100045868504,16,m,1,23,1
29556,16tfNone_23_uniform,16.928018167611672,16,t,0,23,1
29557,16ff_23_uniform,11.317838354538884,16,f,0,23,1
29558,16ft_23_uniform,38.390062190624285,16,f,1,23,1
29559,16tt_23_uniform,27.19748379905759,16,t,1,23,1
29560,16mf_23_uniform,15.077405632628567,16,m,0,23,1
29561,16mt_23_uniform,35.62182003351317,16,m,1,23,1
29562,16tfNone_23_uniform,15.476114921638718,16,t,0,23,1
29563,16ff_23_uniform,13.405548272413082,16,f,0,23,1
29564,16ft_23_uniform,36.68414592845252,16,f,1,23,1
29565,16tt_23_uniform,33.13054198922801,16,t,1,23,1
29566,16mf_23_uniform,13.542146196606136,16,m,0,23,1
29567,16mt_23_uniform,36.12618942678566,16,m,1,23,1
29568,16tfNone_23_uniform,12.809654479698716,16,t,0,23,1
29569,16ff_23_uniform,9.969331024727278,16,f,0,23,1
29570,16ft_23_uniform,43.68253727177486,16,f,1,23,1
29571,16tt_23_uniform,39.838541326208215,16,t,1,23,1
29572,16mf_23_uniform,14.865468245045815,16,m,0,23,1
29573,16mt_23_uniform,32.59792938209419,16,m,1,23,1
29574,16tfNone_23_uniform,15.218508450139277,16,t,0,23,1
29575,16ff_23_uniform,14.010499686144867,16,f,0,23,1
29576,16ft_23_uniform,36.05811281806079,16,f,1,23,1
29577,16tt_23_uniform,27.11635807036041,16,t,1,23,1
29578,16mf_23_uniform,9.963489634229406,16,m,0,23,1
29579,16mt_23_uniform,26.183994395431725,16,m,1,23,1
29580,16tfNone_23_exponential,1.058218119981006e-11,16,t,0,23,0
29581,16ff_23_exponential,9.794518398308059e-12,16,f,0,23,0
29582,16ft_23_exponential,492.64794732141127,16,f,1,23,0
29583,16tt_23_exponential,477.4348123042559,16,t,1,23,0
29584,16mf_23_exponential,193.86171233575791,16,m,0,23,0
29585,16mt_23_exponential,533.3333333333348,16,m,1,23,0
29586,16tfNone_23_exponential,8.069042654528768e-12,16,t,0,23,0
29587,16ff_23_exponential,8.801605584083992e-12,16,f,0,23,0
29588,16ft_23_exponential,491.9521410573483,16,f,1,23,0
29589,16tt_23_exponential,455.89350608326157,16,t,1,23,0
29590,16mf_23_exponential,199.01522168262824,16,m,0,23,0
29591,16mt_23_exponential,555.5288882488597,16,m,1,23,0
29592,16tfNone_23_exponential,8.408476985087754e-12,16,t,0,23,0
29593,16ff_23_exponential,8.898113329178206e-12,16,f,0,23,0
29594,16ft_23_exponential,481.16940883643053,16,f,1,23,0
29595,16tt_23_exponential,487.5141023601266,16,t,1,23,0
29596,16mf_23_exponential,268.07554726601967,16,m,0,23,0
29597,16mt_23_exponential,535.3970489272424,16,m,1,23,0
29598,16tfNone_23_exponential,8.791530534394252e-12,16,t,0,23,0
29599,16ff_23_exponential,7.590257458006289e-12,16,f,0,23,0
29600,16ft_23_exponential,475.6310428145843,16,f,1,23,0
29601,16tt_23_exponential,492.7473997901968,16,t,1,23,0
29602,16mf_23_exponential,207.21578040748597,16,m,0,23,0
29603,16mt_23_exponential,539.633709102756,16,m,1,23,0
29604,16tfNone_23_exponential,6.939113170378401e-12,16,t,0,23,0
29605,16ff_23_exponential,4.975366399532677e-12,16,f,0,23,0
29606,16ft_23_exponential,474.86725417837465,16,f,1,23,0
29607,16tt_23_exponential,465.66177520695095,16,t,1,23,0
29608,16mf_23_exponential,224.28930183945963,16,m,0,23,0
29609,16mt_23_exponential,552.9204171074917,16,m,1,23,0
29610,16tfNone_23_exponential,8.008008311279017e-12,16,t,0,23,0
29611,16ff_23_exponential,1.207090893911344e-11,16,f,0,23,0
29612,16ft_23_exponential,482.94099018410105,16,f,1,23,0
29613,16tt_23_exponential,484.0711609762442,16,t,1,23,0
29614,16mf_23_exponential,210.33058252611946,16,m,0,23,0
29615,16mt_23_exponential,550.9296296171818,16,m,1,23,0
29616,16tfNone_23_exponential,9.263080539625885e-12,16,t,0,23,0
29617,16ff_23_exponential,7.163153975051147e-12,16,f,0,23,0
29618,16ft_23_exponential,496.15411828474134,16,f,1,23,0
29619,16tt_23_exponential,495.01717141933574,16,t,1,23,0
29620,16mf_23_exponential,231.12772017299972,16,m,0,23,0
29621,16mt_23_exponential,569.6140623264122,16,m,1,23,0
29622,16tfNone_23_exponential,8.156227420235157e-12,16,t,0,23,0
29623,16ff_23_exponential,2.5693221732825738e-12,16,f,0,23,0
29624,16ft_23_exponential,482.0082986837467,16,f,1,23,0
29625,16tt_23_exponential,464.8450159880053,16,t,1,23,0
29626,16mf_23_exponential,183.56209572341936,16,m,0,23,0
29627,16mt_23_exponential,554.0891758686652,16,m,1,23,0
29628,16tfNone_23_exponential,8.006925128468743e-12,16,t,0,23,0
29629,16ff_23_exponential,7.21715925923671e-12,16,f,0,23,0
29630,16ft_23_exponential,487.8164707048227,16,f,1,23,0
29631,16tt_23_exponential,503.8282535655469,16,t,1,23,0
29632,16mf_23_exponential,187.40199985739218,16,m,0,23,0
29633,16mt_23_exponential,528.0858263577975,16,m,1,23,0
29634,16tfNone_23_exponential,5.4169670697350936e-12,16,t,0,23,0
29635,16ff_23_exponential,7.824600252364394e-12,16,f,0,23,0
29636,16ft_23_exponential,488.5775271131492,16,f,1,23,0
29637,16tt_23_exponential,497.0280767631836,16,t,1,23,0
29638,16mf_23_exponential,205.7063579251354,16,m,0,23,0
29639,16mt_23_exponential,513.8333303300071,16,m,1,23,0
29640,17tfNone_23_uniform,12.752107130053286,17,t,0,23,1
29641,17ff_23_uniform,12.921660154422256,17,f,0,23,1
29642,17ft_23_uniform,30.818814188065144,17,f,1,23,1
29643,17tt_23_uniform,26.14717461762227,17,t,1,23,1
29644,17mf_23_uniform,12.475134982513948,17,m,0,23,1
29645,17mt_23_uniform,41.4088401373728,17,m,1,23,1
29646,17tfNone_23_uniform,15.315882202755942,17,t,0,23,1
29647,17ff_23_uniform,11.931113661203176,17,f,0,23,1
29648,17ft_23_uniform,35.96701680120088,17,f,1,23,1
29649,17tt_23_uniform,32.77109452975595,17,t,1,23,1
29650,17mf_23_uniform,11.681150638093682,17,m,0,23,1
29651,17mt_23_uniform,36.89918932727915,17,m,1,23,1
29652,17tfNone_23_uniform,16.002488776265118,17,t,0,23,1
29653,17ff_23_uniform,11.65138086027005,17,f,0,23,1
29654,17ft_23_uniform,31.40801916422097,17,f,1,23,1
29655,17tt_23_uniform,32.70567075682716,17,t,1,23,1
29656,17mf_23_uniform,10.693007689874836,17,m,0,23,1
29657,17mt_23_uniform,40.17995850848972,17,m,1,23,1
29658,17tfNone_23_uniform,14.145948238797143,17,t,0,23,1
29659,17ff_23_uniform,12.141152370118666,17,f,0,23,1
29660,17ft_23_uniform,38.39180636343854,17,f,1,23,1
29661,17tt_23_uniform,24.58513912394937,17,t,1,23,1
29662,17mf_23_uniform,12.721823286517475,17,m,0,23,1
29663,17mt_23_uniform,32.89744997006431,17,m,1,23,1
29664,17tfNone_23_uniform,11.616610128873575,17,t,0,23,1
29665,17ff_23_uniform,10.969614603191943,17,f,0,23,1
29666,17ft_23_uniform,28.136223250883088,17,f,1,23,1
29667,17tt_23_uniform,28.2236495596099,17,t,1,23,1
29668,17mf_23_uniform,9.086335716727604,17,m,0,23,1
29669,17mt_23_uniform,31.807705101220982,17,m,1,23,1
29670,17tfNone_23_uniform,16.3436670508734,17,t,0,23,1
29671,17ff_23_uniform,13.559997152660202,17,f,0,23,1
29672,17ft_23_uniform,30.691003832768,17,f,1,23,1
29673,17tt_23_uniform,31.010323094226294,17,t,1,23,1
29674,17mf_23_uniform,12.715604315820555,17,m,0,23,1
29675,17mt_23_uniform,27.238787731714982,17,m,1,23,1
29676,17tfNone_23_uniform,11.551223828172931,17,t,0,23,1
29677,17ff_23_uniform,11.436799911694376,17,f,0,23,1
29678,17ft_23_uniform,28.787372279667615,17,f,1,23,1
29679,17tt_23_uniform,23.968837900728982,17,t,1,23,1
29680,17mf_23_uniform,11.987487370791339,17,m,0,23,1
29681,17mt_23_uniform,31.40912084048717,17,m,1,23,1
29682,17tfNone_23_uniform,14.921324249774443,17,t,0,23,1
29683,17ff_23_uniform,12.68827591959804,17,f,0,23,1
29684,17ft_23_uniform,34.475105104587094,17,f,1,23,1
29685,17tt_23_uniform,25.791551955032375,17,t,1,23,1
29686,17mf_23_uniform,11.62688604371904,17,m,0,23,1
29687,17mt_23_uniform,31.52688751967449,17,m,1,23,1
29688,17tfNone_23_uniform,15.286100271209696,17,t,0,23,1
29689,17ff_23_uniform,10.476593753173356,17,f,0,23,1
29690,17ft_23_uniform,32.789356024663185,17,f,1,23,1
29691,17tt_23_uniform,34.409502188065034,17,t,1,23,1
29692,17mf_23_uniform,11.35732860790488,17,m,0,23,1
29693,17mt_23_uniform,29.104037223364166,17,m,1,23,1
29694,17tfNone_23_uniform,12.741080114553617,17,t,0,23,1
29695,17ff_23_uniform,11.781805130435764,17,f,0,23,1
29696,17ft_23_uniform,34.439254982316776,17,f,1,23,1
29697,17tt_23_uniform,27.06764562067365,17,t,1,23,1
29698,17mf_23_uniform,11.70272078647782,17,m,0,23,1
29699,17mt_23_uniform,23.476705674829326,17,m,1,23,1
29700,17tfNone_23_exponential,5.245101326772421e-12,17,t,0,23,0
29701,17ff_23_exponential,1.146199856783916e-11,17,f,0,23,0
29702,17ft_23_exponential,504.4689376868601,17,f,1,23,0
29703,17tt_23_exponential,507.3784673110489,17,t,1,23,0
29704,17mf_23_exponential,232.8234000766174,17,m,0,23,0
29705,17mt_23_exponential,545.9956226930743,17,m,1,23,0
29706,17tfNone_23_exponential,6.94435259035165e-12,17,t,0,23,0
29707,17ff_23_exponential,5.115112486614762e-12,17,f,0,23,0
29708,17ft_23_exponential,484.1393279716996,17,f,1,23,0
29709,17tt_23_exponential,464.77091131007757,17,t,1,23,0
29710,17mf_23_exponential,197.5577734545173,17,m,0,23,0
29711,17mt_23_exponential,529.4837924051639,17,m,1,23,0
29712,17tfNone_23_exponential,1.4108350596831622e-11,17,t,0,23,0
29713,17ff_23_exponential,8.395727065208535e-12,17,f,0,23,0
29714,17ft_23_exponential,487.69345811781096,17,f,1,23,0
29715,17tt_23_exponential,522.8048479986668,17,t,1,23,0
29716,17mf_23_exponential,204.67216532060837,17,m,0,23,0
29717,17mt_23_exponential,532.7622734390995,17,m,1,23,0
29718,17tfNone_23_exponential,3.296996542486123e-12,17,t,0,23,0
29719,17ff_23_exponential,7.156580695242874e-12,17,f,0,23,0
29720,17ft_23_exponential,482.1357577372673,17,f,1,23,0
29721,17tt_23_exponential,470.6388093739071,17,t,1,23,0
29722,17mf_23_exponential,239.9024427359187,17,m,0,23,0
29723,17mt_23_exponential,519.2183108490967,17,m,1,23,0
29724,17tfNone_23_exponential,7.964243965585882e-12,17,t,0,23,0
29725,17ff_23_exponential,1.0125383788105887e-11,17,f,0,23,0
29726,17ft_23_exponential,489.45752284204053,17,f,1,23,0
29727,17tt_23_exponential,491.6197717748952,17,t,1,23,0
29728,17mf_23_exponential,227.39994993731642,17,m,0,23,0
29729,17mt_23_exponential,522.5535857689621,17,m,1,23,0
29730,17tfNone_23_exponential,1.5222722468799166e-11,17,t,0,23,0
29731,17ff_23_exponential,4.363117596534221e-12,17,f,0,23,0
29732,17ft_23_exponential,492.0325192505064,17,f,1,23,0
29733,17tt_23_exponential,477.03878249048057,17,t,1,23,0
29734,17mf_23_exponential,210.2877518827009,17,m,0,23,0
29735,17mt_23_exponential,546.2747843347686,17,m,1,23,0
29736,17tfNone_23_exponential,5.447889645176889e-12,17,t,0,23,0
29737,17ff_23_exponential,5.286780000614243e-12,17,f,0,23,0
29738,17ft_23_exponential,495.2988078835937,17,f,1,23,0
29739,17tt_23_exponential,465.76269589662166,17,t,1,23,0
29740,17mf_23_exponential,224.36058863907562,17,m,0,23,0
29741,17mt_23_exponential,529.318219767447,17,m,1,23,0
29742,17tfNone_23_exponential,9.052164152299227e-12,17,t,0,23,0
29743,17ff_23_exponential,8.00419156933914e-12,17,f,0,23,0
29744,17ft_23_exponential,479.3537316012049,17,f,1,23,0
29745,17tt_23_exponential,451.4165359054638,17,t,1,23,0
29746,17mf_23_exponential,197.87734377785355,17,m,0,23,0
29747,17mt_23_exponential,535.6615847093526,17,m,1,23,0
29748,17tfNone_23_exponential,1.0398700591120905e-11,17,t,0,23,0
29749,17ff_23_exponential,7.040482194981267e-12,17,f,0,23,0
29750,17ft_23_exponential,487.9405701517348,17,f,1,23,0
29751,17tt_23_exponential,491.3195590355721,17,t,1,23,0
29752,17mf_23_exponential,226.51022017755938,17,m,0,23,0
29753,17mt_23_exponential,529.3555364314412,17,m,1,23,0
29754,17tfNone_23_exponential,1.0142041991893216e-11,17,t,0,23,0
29755,17ff_23_exponential,9.35441734068655e-12,17,f,0,23,0
29756,17ft_23_exponential,504.31827557299874,17,f,1,23,0
29757,17tt_23_exponential,504.23894047456224,17,t,1,23,0
29758,17mf_23_exponential,207.8684932919746,17,m,0,23,0
29759,17mt_23_exponential,536.7687176522119,17,m,1,23,0
29760,18tfNone_23_uniform,12.448083524232063,18,t,0,23,1
29761,18ff_23_uniform,9.637405775084456,18,f,0,23,1
29762,18ft_23_uniform,30.80183576379427,18,f,1,23,1
29763,18tt_23_uniform,30.99293029700582,18,t,1,23,1
29764,18mf_23_uniform,10.459603793361964,18,m,0,23,1
29765,18mt_23_uniform,22.681912084356327,18,m,1,23,1
29766,18tfNone_23_uniform,12.091324469973397,18,t,0,23,1
29767,18ff_23_uniform,9.679360553074318,18,f,0,23,1
29768,18ft_23_uniform,26.807383357372593,18,f,1,23,1
29769,18tt_23_uniform,26.814175355583824,18,t,1,23,1
29770,18mf_23_uniform,8.200693659587023,18,m,0,23,1
29771,18mt_23_uniform,37.411624258105036,18,m,1,23,1
29772,18tfNone_23_uniform,12.066960583869795,18,t,0,23,1
29773,18ff_23_uniform,10.06055165421113,18,f,0,23,1
29774,18ft_23_uniform,38.91602228033413,18,f,1,23,1
29775,18tt_23_uniform,28.514345534038988,18,t,1,23,1
29776,18mf_23_uniform,10.215034030460977,18,m,0,23,1
29777,18mt_23_uniform,29.286789673549393,18,m,1,23,1
29778,18tfNone_23_uniform,10.410259476933263,18,t,0,23,1
29779,18ff_23_uniform,8.854196159284317,18,f,0,23,1
29780,18ft_23_uniform,38.00982653972849,18,f,1,23,1
29781,18tt_23_uniform,25.16218993786386,18,t,1,23,1
29782,18mf_23_uniform,11.604853150122304,18,m,0,23,1
29783,18mt_23_uniform,39.07234505565481,18,m,1,23,1
29784,18tfNone_23_uniform,13.306662570211431,18,t,0,23,1
29785,18ff_23_uniform,11.415012813483232,18,f,0,23,1
29786,18ft_23_uniform,38.40018325573563,18,f,1,23,1
29787,18tt_23_uniform,23.41098191178818,18,t,1,23,1
29788,18mf_23_uniform,10.787107112444883,18,m,0,23,1
29789,18mt_23_uniform,35.18776793639635,18,m,1,23,1
29790,18tfNone_23_uniform,12.430673545190448,18,t,0,23,1
29791,18ff_23_uniform,8.852343245307129,18,f,0,23,1
29792,18ft_23_uniform,35.309740550983676,18,f,1,23,1
29793,18tt_23_uniform,35.91364815020592,18,t,1,23,1
29794,18mf_23_uniform,8.446159735619466,18,m,0,23,1
29795,18mt_23_uniform,30.149729233270218,18,m,1,23,1
29796,18tfNone_23_uniform,10.553073934405639,18,t,0,23,1
29797,18ff_23_uniform,8.831766598188864,18,f,0,23,1
29798,18ft_23_uniform,34.292766397018724,18,f,1,23,1
29799,18tt_23_uniform,34.044995643927805,18,t,1,23,1
29800,18mf_23_uniform,10.089165311546392,18,m,0,23,1
29801,18mt_23_uniform,45.72954578852383,18,m,1,23,1
29802,18tfNone_23_uniform,11.264148068809996,18,t,0,23,1
29803,18ff_23_uniform,10.447892952499055,18,f,0,23,1
29804,18ft_23_uniform,23.64722727984598,18,f,1,23,1
29805,18tt_23_uniform,28.86066997844885,18,t,1,23,1
29806,18mf_23_uniform,10.51745660566885,18,m,0,23,1
29807,18mt_23_uniform,35.190574635971494,18,m,1,23,1
29808,18tfNone_23_uniform,10.191073305811415,18,t,0,23,1
29809,18ff_23_uniform,11.199680648654937,18,f,0,23,1
29810,18ft_23_uniform,40.77240352111822,18,f,1,23,1
29811,18tt_23_uniform,29.358574998216877,18,t,1,23,1
29812,18mf_23_uniform,7.172293902867683,18,m,0,23,1
29813,18mt_23_uniform,33.20763336313282,18,m,1,23,1
29814,18tfNone_23_uniform,12.830692056070289,18,t,0,23,1
29815,18ff_23_uniform,9.684959766737617,18,f,0,23,1
29816,18ft_23_uniform,28.67323352863531,18,f,1,23,1
29817,18tt_23_uniform,38.09337131669505,18,t,1,23,1
29818,18mf_23_uniform,6.985001365754728,18,m,0,23,1
29819,18mt_23_uniform,32.561148552557725,18,m,1,23,1
29820,18tfNone_23_exponential,6.411733994034173e-12,18,t,0,23,0
29821,18ff_23_exponential,1.2828695171225599e-11,18,f,0,23,0
29822,18ft_23_exponential,501.93890730512874,18,f,1,23,0
29823,18tt_23_exponential,471.93431746377587,18,t,1,23,0
29824,18mf_23_exponential,209.86865477417388,18,m,0,23,0
29825,18mt_23_exponential,539.1002921535102,18,m,1,23,0
29826,18tfNone_23_exponential,7.233648628370321e-12,18,t,0,23,0
29827,18ff_23_exponential,7.5930959994071e-12,18,f,0,23,0
29828,18ft_23_exponential,507.81188356605946,18,f,1,23,0
29829,18tt_23_exponential,492.04970185023905,18,t,1,23,0
29830,18mf_23_exponential,183.34965517954763,18,m,0,23,0
29831,18mt_23_exponential,528.9729158274683,18,m,1,23,0
29832,18tfNone_23_exponential,1.1008068974487337e-11,18,t,0,23,0
29833,18ff_23_exponential,6.6784872340597536e-12,18,f,0,23,0
29834,18ft_23_exponential,489.16663827370724,18,f,1,23,0
29835,18tt_23_exponential,477.52789330979283,18,t,1,23,0
29836,18mf_23_exponential,206.92259706595445,18,m,0,23,0
29837,18mt_23_exponential,529.765846248938,18,m,1,23,0
29838,18tfNone_23_exponential,1.3213393704333812e-11,18,t,0,23,0
29839,18ff_23_exponential,9.101831819712569e-12,18,f,0,23,0
29840,18ft_23_exponential,463.3529971846519,18,f,1,23,0
29841,18tt_23_exponential,502.27573014322434,18,t,1,23,0
29842,18mf_23_exponential,208.22635388963505,18,m,0,23,0
29843,18mt_23_exponential,543.6570269599802,18,m,1,23,0
29844,18tfNone_23_exponential,7.1715696418844835e-12,18,t,0,23,0
29845,18ff_23_exponential,8.019564907707466e-12,18,f,0,23,0
29846,18ft_23_exponential,508.2390275164916,18,f,1,23,0
29847,18tt_23_exponential,457.7073300702098,18,t,1,23,0
29848,18mf_23_exponential,269.06741465692204,18,m,0,23,0
29849,18mt_23_exponential,561.2705230100704,18,m,1,23,0
29850,18tfNone_23_exponential,7.289637539643509e-12,18,t,0,23,0
29851,18ff_23_exponential,1.0188128277263567e-11,18,f,0,23,0
29852,18ft_23_exponential,472.6403377716388,18,f,1,23,0
29853,18tt_23_exponential,466.2326553223068,18,t,1,23,0
29854,18mf_23_exponential,197.45862272330632,18,m,0,23,0
