,case,rmse,privacy,real,uniform,nclasses,uniform_original
0,1tfNone_2_uniform,0.0,1,t,0,2,1
1,1ff_2_uniform,19.79898987322333,1,f,0,2,1
2,1ft_2_uniform,59.39696961966999,1,f,1,2,1
3,1tt_2_uniform,0.0,1,t,1,2,1
4,1mf_2_uniform,59.39696961966999,1,m,0,2,1
5,1mt_2_uniform,19.79898987322333,1,m,1,2,1
6,1tfNone_2_uniform,0.0,1,t,0,2,1
7,1ff_2_uniform,2.8284271247461903,1,f,0,2,1
8,1ft_2_uniform,14.142135623730951,1,f,1,2,1
9,1tt_2_uniform,0.0,1,t,1,2,1
10,1mf_2_uniform,82.02438661763951,1,m,0,2,1
11,1mt_2_uniform,84.8528137423857,1,m,1,2,1
12,1tfNone_2_uniform,0.0,1,t,0,2,1
13,1ff_2_uniform,28.284271247461902,1,f,0,2,1
14,1ft_2_uniform,16.97056274847714,1,f,1,2,1
15,1tt_2_uniform,0.0,1,t,1,2,1
16,1mf_2_uniform,31.11269837220809,1,m,0,2,1
17,1mt_2_uniform,2.8284271247461903,1,m,1,2,1
18,1tfNone_2_uniform,0.0,1,t,0,2,1
19,1ff_2_uniform,39.59797974644666,1,f,0,2,1
20,1ft_2_uniform,82.02438661763951,1,f,1,2,1
21,1tt_2_uniform,0.0,1,t,1,2,1
22,1mf_2_uniform,5.656854249492381,1,m,0,2,1
23,1mt_2_uniform,33.94112549695428,1,m,1,2,1
24,1tfNone_2_uniform,0.0,1,t,0,2,1
25,1ff_2_uniform,73.53910524340094,1,f,0,2,1
26,1ft_2_uniform,28.284271247461902,1,f,1,2,1
27,1tt_2_uniform,0.0,1,t,1,2,1
28,1mf_2_uniform,11.313708498984761,1,m,0,2,1
29,1mt_2_uniform,22.627416997969522,1,m,1,2,1
30,1tfNone_2_uniform,0.0,1,t,0,2,1
31,1ff_2_uniform,19.79898987322333,1,f,0,2,1
32,1ft_2_uniform,36.76955262170047,1,f,1,2,1
33,1tt_2_uniform,0.0,1,t,1,2,1
34,1mf_2_uniform,42.42640687119285,1,m,0,2,1
35,1mt_2_uniform,33.94112549695428,1,m,1,2,1
36,1tfNone_2_uniform,0.0,1,t,0,2,1
37,1ff_2_uniform,14.142135623730951,1,f,0,2,1
38,1ft_2_uniform,62.22539674441618,1,f,1,2,1
39,1tt_2_uniform,0.0,1,t,1,2,1
40,1mf_2_uniform,70.71067811865476,1,m,0,2,1
41,1mt_2_uniform,19.79898987322333,1,m,1,2,1
42,1tfNone_2_uniform,0.0,1,t,0,2,1
43,1ff_2_uniform,113.13708498984761,1,f,0,2,1
44,1ft_2_uniform,25.45584412271571,1,f,1,2,1
45,1tt_2_uniform,0.0,1,t,1,2,1
46,1mf_2_uniform,22.627416997969522,1,m,0,2,1
47,1mt_2_uniform,33.94112549695428,1,m,1,2,1
48,1tfNone_2_uniform,0.0,1,t,0,2,1
49,1ff_2_uniform,107.48023074035522,1,f,0,2,1
50,1ft_2_uniform,45.254833995939045,1,f,1,2,1
51,1tt_2_uniform,0.0,1,t,1,2,1
52,1mf_2_uniform,11.313708498984761,1,m,0,2,1
53,1mt_2_uniform,16.97056274847714,1,m,1,2,1
54,1tfNone_2_uniform,0.0,1,t,0,2,1
55,1ff_2_uniform,45.254833995939045,1,f,0,2,1
56,1ft_2_uniform,31.11269837220809,1,f,1,2,1
57,1tt_2_uniform,0.0,1,t,1,2,1
58,1mf_2_uniform,144.2497833620557,1,m,0,2,1
59,1mt_2_uniform,5.656854249492381,1,m,1,2,1
60,1tfNone_2_exponential,0.0,1,t,0,2,0
61,1ff_2_exponential,503.4600282048218,1,f,0,2,0
62,1ft_2_exponential,531.7442994522837,1,f,1,2,0
63,1tt_2_exponential,0.0,1,t,1,2,0
64,1mf_2_exponential,438.4062043356595,1,m,0,2,0
65,1mt_2_exponential,458.2051942088828,1,m,1,2,0
66,1tfNone_2_exponential,0.0,1,t,0,2,0
67,1ff_2_exponential,517.6021638285528,1,f,0,2,0
68,1ft_2_exponential,438.4062043356595,1,f,1,2,0
69,1tt_2_exponential,0.0,1,t,1,2,0
70,1mf_2_exponential,500.63160108007565,1,m,0,2,0
71,1mt_2_exponential,528.9158723275375,1,m,1,2,0
72,1tfNone_2_exponential,0.0,1,t,0,2,0
73,1ff_2_exponential,455.3767670841366,1,f,0,2,0
74,1ft_2_exponential,424.26406871192853,1,f,1,2,0
75,1tt_2_exponential,0.0,1,t,1,2,0
76,1mf_2_exponential,509.11688245431424,1,m,0,2,0
77,1mt_2_exponential,472.34732983261375,1,m,1,2,0
78,1tfNone_2_exponential,0.0,1,t,0,2,0
79,1ff_2_exponential,526.0874452027914,1,f,0,2,0
80,1ft_2_exponential,557.2001435749994,1,f,1,2,0
81,1tt_2_exponential,0.0,1,t,1,2,0
82,1mf_2_exponential,480.83261120685233,1,m,0,2,0
83,1mt_2_exponential,537.4011537017761,1,m,1,2,0
84,1tfNone_2_exponential,0.0,1,t,0,2,0
85,1ff_2_exponential,461.033621333629,1,f,0,2,0
86,1ft_2_exponential,463.86204845837517,1,f,1,2,0
87,1tt_2_exponential,0.0,1,t,1,2,0
88,1mf_2_exponential,509.11688245431424,1,m,0,2,0
89,1mt_2_exponential,429.9209229614209,1,m,1,2,0
90,1tfNone_2_exponential,0.0,1,t,0,2,0
91,1ff_2_exponential,418.60721446243616,1,f,0,2,0
92,1ft_2_exponential,585.4844148224613,1,f,1,2,0
93,1tt_2_exponential,0.0,1,t,1,2,0
94,1mf_2_exponential,503.4600282048218,1,m,0,2,0
95,1mt_2_exponential,466.6904755831214,1,m,1,2,0
96,1tfNone_2_exponential,0.0,1,t,0,2,0
97,1ff_2_exponential,517.6021638285528,1,f,0,2,0
98,1ft_2_exponential,520.430590953299,1,f,1,2,0
99,1tt_2_exponential,0.0,1,t,1,2,0
100,1mf_2_exponential,523.2590180780452,1,m,0,2,0
101,1mt_2_exponential,543.0580079512685,1,m,1,2,0
102,1tfNone_2_exponential,0.0,1,t,0,2,0
103,1ff_2_exponential,486.4894654563447,1,f,0,2,0
104,1ft_2_exponential,441.23463146040564,1,f,1,2,0
105,1tt_2_exponential,0.0,1,t,1,2,0
106,1mf_2_exponential,427.0924958366747,1,m,0,2,0
107,1mt_2_exponential,452.54833995939043,1,m,1,2,0
108,1tfNone_2_exponential,0.0,1,t,0,2,0
109,1ff_2_exponential,494.9747468305833,1,f,0,2,0
110,1ft_2_exponential,478.0041840821061,1,f,1,2,0
111,1tt_2_exponential,0.0,1,t,1,2,0
112,1mf_2_exponential,528.9158723275375,1,m,0,2,0
113,1mt_2_exponential,469.51890270786754,1,m,1,2,0
114,1tfNone_2_exponential,0.0,1,t,0,2,0
115,1ff_2_exponential,441.23463146040564,1,f,0,2,0
116,1ft_2_exponential,483.6610383315985,1,f,1,2,0
117,1tt_2_exponential,0.0,1,t,1,2,0
118,1mf_2_exponential,483.6610383315985,1,m,0,2,0
119,1mt_2_exponential,483.6610383315985,1,m,1,2,0
120,1tfNone_3_uniform,0.0,1,t,0,3,1
121,1ff_3_uniform,33.13608305156178,1,f,0,3,1
122,1ft_3_uniform,19.949937343260004,1,f,1,3,1
123,1tt_3_uniform,0.0,1,t,1,3,1
124,1mf_3_uniform,13.490737563232042,1,m,0,3,1
125,1mt_3_uniform,66.19667665374146,1,m,1,3,1
126,1tfNone_3_uniform,0.0,1,t,0,3,1
127,1ff_3_uniform,15.748015748023622,1,f,0,3,1
128,1ft_3_uniform,42.49705872175156,1,f,1,3,1
129,1tt_3_uniform,0.0,1,t,1,3,1
130,1mf_3_uniform,24.657656011875904,1,m,0,3,1
131,1mt_3_uniform,50.27922035990614,1,m,1,3,1
132,1tfNone_3_uniform,0.0,1,t,0,3,1
133,1ff_3_uniform,30.430248109405877,1,f,0,3,1
134,1ft_3_uniform,8.602325267042627,1,f,1,3,1
135,1tt_3_uniform,0.0,1,t,1,3,1
136,1mf_3_uniform,5.0990195135927845,1,m,0,3,1
137,1mt_3_uniform,73.70210309075311,1,m,1,3,1
138,1tfNone_3_uniform,0.0,1,t,0,3,1
139,1ff_3_uniform,47.81213235152768,1,f,0,3,1
140,1ft_3_uniform,10.677078252031311,1,f,1,3,1
141,1tt_3_uniform,0.0,1,t,1,3,1
142,1mf_3_uniform,38.7556447501522,1,m,0,3,1
143,1mt_3_uniform,43.54308211415448,1,m,1,3,1
144,1tfNone_3_uniform,0.0,1,t,0,3,1
145,1ff_3_uniform,47.391982444291145,1,f,0,3,1
146,1ft_3_uniform,73.15736463268753,1,f,1,3,1
147,1tt_3_uniform,0.0,1,t,1,3,1
148,1mf_3_uniform,8.602325267042627,1,m,0,3,1
149,1mt_3_uniform,91.33454987024352,1,m,1,3,1
150,1tfNone_3_uniform,0.0,1,t,0,3,1
151,1ff_3_uniform,5.656854249492381,1,f,0,3,1
152,1ft_3_uniform,12.569805089976535,1,f,1,3,1
153,1tt_3_uniform,0.0,1,t,1,3,1
154,1mf_3_uniform,27.820855486487112,1,m,0,3,1
155,1mt_3_uniform,31.20897306865447,1,m,1,3,1
156,1tfNone_3_uniform,0.0,1,t,0,3,1
157,1ff_3_uniform,23.790754506740637,1,f,0,3,1
158,1ft_3_uniform,29.393876913398138,1,f,1,3,1
159,1tt_3_uniform,0.0,1,t,1,3,1
160,1mf_3_uniform,14.89966442575134,1,m,0,3,1
161,1mt_3_uniform,76.72027111526653,1,m,1,3,1
162,1tfNone_3_uniform,0.0,1,t,0,3,1
163,1ff_3_uniform,18.05547008526779,1,f,0,3,1
164,1ft_3_uniform,33.793490497431605,1,f,1,3,1
165,1tt_3_uniform,0.0,1,t,1,3,1
166,1mf_3_uniform,20.92844953645635,1,m,0,3,1
167,1mt_3_uniform,9.273618495495704,1,m,1,3,1
168,1tfNone_3_uniform,0.0,1,t,0,3,1
169,1ff_3_uniform,33.97057550292606,1,f,0,3,1
170,1ft_3_uniform,52.78257288158659,1,f,1,3,1
171,1tt_3_uniform,0.0,1,t,1,3,1
172,1mf_3_uniform,49.25444142409901,1,m,0,3,1
173,1mt_3_uniform,27.820855486487112,1,m,1,3,1
174,1tfNone_3_uniform,0.0,1,t,0,3,1
175,1ff_3_uniform,16.06237840420901,1,f,0,3,1
176,1ft_3_uniform,2.8284271247461903,1,f,1,3,1
177,1tt_3_uniform,0.0,1,t,1,3,1
178,1mf_3_uniform,45.9782557302906,1,m,0,3,1
179,1mt_3_uniform,45.51922670696417,1,m,1,3,1
180,1tfNone_3_exponential,0.0,1,t,0,3,0
181,1ff_3_exponential,336.94806721511253,1,f,0,3,0
182,1ft_3_exponential,435.7155035111787,1,f,1,3,0
183,1tt_3_exponential,0.0,1,t,1,3,0
184,1mf_3_exponential,295.7329876763835,1,m,0,3,0
185,1mt_3_exponential,438.45410250104857,1,m,1,3,0
186,1tfNone_3_exponential,0.0,1,t,0,3,0
187,1ff_3_exponential,298.298508209478,1,f,0,3,0
188,1ft_3_exponential,500.7654141411925,1,f,1,3,0
189,1tt_3_exponential,0.0,1,t,1,3,0
190,1mf_3_exponential,304.9229410851207,1,m,0,3,0
191,1mt_3_exponential,440.8333018273461,1,m,1,3,0
192,1tfNone_3_exponential,0.0,1,t,0,3,0
193,1ff_3_exponential,337.0726924566866,1,f,0,3,0
194,1ft_3_exponential,471.4318614603811,1,f,1,3,0
195,1tt_3_exponential,0.0,1,t,1,3,0
196,1mf_3_exponential,295.7329876763835,1,m,0,3,0
197,1mt_3_exponential,453.6672789611347,1,m,1,3,0
198,1tfNone_3_exponential,0.0,1,t,0,3,0
199,1ff_3_exponential,309.2701084812433,1,f,0,3,0
200,1ft_3_exponential,469.90211746703164,1,f,1,3,0
201,1tt_3_exponential,0.0,1,t,1,3,0
202,1mf_3_exponential,275.3942628305826,1,m,0,3,0
203,1mt_3_exponential,466.1780775626413,1,m,1,3,0
204,1tfNone_3_exponential,0.0,1,t,0,3,0
205,1ff_3_exponential,259.64976410541954,1,f,0,3,0
206,1ft_3_exponential,485.69949557313726,1,f,1,3,0
207,1tt_3_exponential,0.0,1,t,1,3,0
208,1mf_3_exponential,294.51315760081076,1,m,0,3,0
209,1mt_3_exponential,489.82445835217334,1,m,1,3,0
210,1tfNone_3_exponential,0.0,1,t,0,3,0
211,1ff_3_exponential,267.1291822321178,1,f,0,3,0
212,1ft_3_exponential,516.9661497622451,1,f,1,3,0
213,1tt_3_exponential,0.0,1,t,1,3,0
214,1mf_3_exponential,322.8529076839792,1,m,0,3,0
215,1mt_3_exponential,468.21362645698383,1,m,1,3,0
216,1tfNone_3_exponential,0.0,1,t,0,3,0
217,1ff_3_exponential,303.85522868629397,1,f,0,3,0
218,1ft_3_exponential,432.36327318587087,1,f,1,3,0
219,1tt_3_exponential,0.0,1,t,1,3,0
220,1mf_3_exponential,317.41770587035626,1,m,0,3,0
221,1mt_3_exponential,481.7115319358672,1,m,1,3,0
222,1tfNone_3_exponential,0.0,1,t,0,3,0
223,1ff_3_exponential,322.8529076839792,1,f,0,3,0
224,1ft_3_exponential,433.513552267977,1,f,1,3,0
225,1tt_3_exponential,0.0,1,t,1,3,0
226,1mf_3_exponential,302.48305737677276,1,m,0,3,0
227,1mt_3_exponential,500.56767774198124,1,m,1,3,0
228,1tfNone_3_exponential,0.0,1,t,0,3,0
229,1ff_3_exponential,333.39166156339303,1,f,0,3,0
230,1ft_3_exponential,416.45167786911367,1,f,1,3,0
231,1tt_3_exponential,0.0,1,t,1,3,0
232,1mf_3_exponential,294.5946367468356,1,m,0,3,0
233,1mt_3_exponential,477.6944630200354,1,m,1,3,0
234,1tfNone_3_exponential,0.0,1,t,0,3,0
235,1ff_3_exponential,276.9440376682625,1,f,0,3,0
236,1ft_3_exponential,472.211816878824,1,f,1,3,0
237,1tt_3_exponential,0.0,1,t,1,3,0
238,1mf_3_exponential,324.8261073251348,1,m,0,3,0
239,1mt_3_exponential,475.23467886929296,1,m,1,3,0
240,2tfNone_3_uniform,5.535286081134836,2,t,0,3,1
241,2ff_3_uniform,11.836542261925173,2,f,0,3,1
242,2ft_3_uniform,34.489128721961066,2,f,1,3,1
243,2tt_3_uniform,11.640446726822816,2,t,1,3,1
244,2mf_3_uniform,6.916883318915031,2,m,0,3,1
245,2mt_3_uniform,44.96665431183423,2,m,1,3,1
246,2tfNone_3_uniform,14.950276452290597,2,t,0,3,1
247,2ff_3_uniform,3.7332638452520785,2,f,0,3,1
248,2ft_3_uniform,71.28814768248647,2,f,1,3,1
249,2tt_3_uniform,7.483314773547883,2,t,1,3,1
250,2mf_3_uniform,25.406312808368348,2,m,0,3,1
251,2mt_3_uniform,53.04714883949938,2,m,1,3,1
252,2tfNone_3_uniform,16.728850050138682,2,t,0,3,1
253,2ff_3_uniform,29.833205727473523,2,f,0,3,1
254,2ft_3_uniform,27.685736399814257,2,f,1,3,1
255,2tt_3_uniform,20.23610634484806,2,t,1,3,1
256,2mf_3_uniform,14.421944694636169,2,m,0,3,1
257,2mt_3_uniform,4.415880433163924,2,m,1,3,1
258,2tfNone_3_uniform,18.217057995190064,2,t,0,3,1
259,2ff_3_uniform,19.550603074195553,2,f,0,3,1
260,2ft_3_uniform,23.65375234502974,2,f,1,3,1
261,2tt_3_uniform,24.627220712049503,2,t,1,3,1
262,2mf_3_uniform,8.014205582347756,2,m,0,3,1
263,2mt_3_uniform,19.248376554920156,2,m,1,3,1
264,2tfNone_3_uniform,24.028749155958515,2,t,0,3,1
265,2ff_3_uniform,6.9877157910571706,2,f,0,3,1
266,2ft_3_uniform,28.48683906648823,2,f,1,3,1
267,2tt_3_uniform,19.595917942265423,2,t,1,3,1
268,2mf_3_uniform,14.739184399910206,2,m,0,3,1
269,2mt_3_uniform,31.488092987667578,2,m,1,3,1
270,2tfNone_3_uniform,14.430773991719617,2,t,0,3,1
271,2ff_3_uniform,11.63243472122047,2,f,0,3,1
272,2ft_3_uniform,18.041618552668716,2,f,1,3,1
273,2tt_3_uniform,34.92134018046845,2,t,1,3,1
274,2mf_3_uniform,1.6236575199777366,2,m,0,3,1
275,2mt_3_uniform,34.02939905434711,2,m,1,3,1
276,2tfNone_3_uniform,19.616702526159816,2,t,0,3,1
277,2ff_3_uniform,31.087580220906652,2,f,0,3,1
278,2ft_3_uniform,34.55430508634199,2,f,1,3,1
279,2tt_3_uniform,8.031189202104505,2,t,1,3,1
280,2mf_3_uniform,18.989549541833536,2,m,0,3,1
281,2mt_3_uniform,55.08629593646681,2,m,1,3,1
282,2tfNone_3_uniform,15.364846696273075,2,t,0,3,1
283,2ff_3_uniform,23.57517623968991,2,f,0,3,1
284,2ft_3_uniform,49.12738543826651,2,f,1,3,1
285,2tt_3_uniform,27.00925767213901,2,t,1,3,1
286,2mf_3_uniform,13.635531850757232,2,m,0,3,1
287,2mt_3_uniform,25.66125484071268,2,m,1,3,1
288,2tfNone_3_uniform,11.052966660585588,2,t,0,3,1
289,2ff_3_uniform,18.91380273399644,2,f,0,3,1
290,2ft_3_uniform,62.36585604319081,2,f,1,3,1
291,2tt_3_uniform,5.522680508593631,2,t,1,3,1
292,2mf_3_uniform,18.422422693189176,2,m,0,3,1
293,2mt_3_uniform,8.831760866327848,2,m,1,3,1
294,2tfNone_3_uniform,4.148178395395076,2,t,0,3,1
295,2ff_3_uniform,20.32423371646638,2,f,0,3,1
296,2ft_3_uniform,42.12481453965109,2,f,1,3,1
297,2tt_3_uniform,44.96665431183423,2,t,1,3,1
298,2mf_3_uniform,17.173274575246623,2,m,0,3,1
299,2mt_3_uniform,32.8861673048107,2,m,1,3,1
300,2tfNone_3_exponential,10.981800125660639,2,t,0,3,0
301,2ff_3_exponential,244.44476562338784,2,f,0,3,0
302,2ft_3_exponential,462.25479986691323,2,f,1,3,0
303,2tt_3_exponential,207.79677572089514,2,t,1,3,0
304,2mf_3_exponential,276.73189941689026,2,m,0,3,0
305,2mt_3_exponential,509.60425822396735,2,m,1,3,0
306,2tfNone_3_exponential,16.17476744809883,2,t,0,3,0
307,2ff_3_exponential,346.6785272036065,2,f,0,3,0
308,2ft_3_exponential,453.3690549651575,2,f,1,3,0
309,2tt_3_exponential,246.53295925697236,2,t,1,3,0
310,2mf_3_exponential,297.50958597929224,2,m,0,3,0
311,2mt_3_exponential,447.6455070700476,2,m,1,3,0
312,2tfNone_3_exponential,9.959571175510092,2,t,0,3,0
313,2ff_3_exponential,314.5490094259994,2,f,0,3,0
314,2ft_3_exponential,514.8184145890665,2,f,1,3,0
315,2tt_3_exponential,236.83010788326723,2,t,1,3,0
316,2mf_3_exponential,311.0356461480417,2,m,0,3,0
317,2mt_3_exponential,471.96557077820836,2,m,1,3,0
318,2tfNone_3_exponential,4.161501411750368,2,t,0,3,0
319,2ff_3_exponential,309.0892005229499,2,f,0,3,0
320,2ft_3_exponential,491.41581171142633,2,f,1,3,0
321,2tt_3_exponential,243.75294870011317,2,t,1,3,0
322,2mf_3_exponential,274.67443494522485,2,m,0,3,0
323,2mt_3_exponential,489.4246622310731,2,m,1,3,0
324,2tfNone_3_exponential,6.3879077952039,2,t,0,3,0
325,2ff_3_exponential,274.5481722462766,2,f,0,3,0
326,2ft_3_exponential,464.34308436758266,2,f,1,3,0
327,2tt_3_exponential,244.40437802952712,2,t,1,3,0
328,2mf_3_exponential,297.50958597929235,2,m,0,3,0
329,2mt_3_exponential,465.20479361244765,2,m,1,3,0
330,2tfNone_3_exponential,8.063357985356902,2,t,0,3,0
331,2ff_3_exponential,350.9577878483455,2,f,0,3,0
332,2ft_3_exponential,518.9450837998179,2,f,1,3,0
333,2tt_3_exponential,212.28165252795637,2,t,1,3,0
334,2mf_3_exponential,269.4156920638014,2,m,0,3,0
335,2mt_3_exponential,459.44259706735943,2,m,1,3,0
336,2tfNone_3_exponential,8.026210936674122,2,t,0,3,0
337,2ff_3_exponential,341.3284446145094,2,f,0,3,0
338,2ft_3_exponential,479.8702949756319,2,f,1,3,0
339,2tt_3_exponential,217.2602126483356,2,t,1,3,0
340,2mf_3_exponential,263.79534940368717,2,m,0,3,0
341,2mt_3_exponential,467.2750795837501,2,m,1,3,0
342,2tfNone_3_exponential,12.682583884995054,2,t,0,3,0
343,2ff_3_exponential,326.2010972996197,2,f,0,3,0
344,2ft_3_exponential,497.64445139074945,2,f,1,3,0
345,2tt_3_exponential,224.40922440933662,2,t,1,3,0
346,2mf_3_exponential,301.70921682117256,2,m,0,3,0
347,2mt_3_exponential,480.37641490814264,2,m,1,3,0
348,2tfNone_3_exponential,5.789874782755417,2,t,0,3,0
349,2ff_3_exponential,259.80849827541533,2,f,0,3,0
350,2ft_3_exponential,468.3284104130348,2,f,1,3,0
351,2tt_3_exponential,233.1598164349938,2,t,1,3,0
352,2mf_3_exponential,346.2738925748717,2,m,0,3,0
353,2mt_3_exponential,448.418888986626,2,m,1,3,0
354,2tfNone_3_exponential,19.084276302757118,2,t,0,3,0
355,2ff_3_exponential,315.5743771379435,2,f,0,3,0
356,2ft_3_exponential,508.7691028354611,2,f,1,3,0
357,2tt_3_exponential,246.3818175109519,2,t,1,3,0
358,2mf_3_exponential,331.69835050986654,2,m,0,3,0
359,2mt_3_exponential,471.2976766333566,2,m,1,3,0
360,1tfNone_4_uniform,0.0,1,t,0,4,1
361,1ff_4_uniform,14.7648230602334,1,f,0,4,1
362,1ft_4_uniform,15.748015748023622,1,f,1,4,1
363,1tt_4_uniform,0.0,1,t,1,4,1
364,1mf_4_uniform,21.213203435596427,1,m,0,4,1
365,1mt_4_uniform,33.1058907144937,1,m,1,4,1
366,1tfNone_4_uniform,0.0,1,t,0,4,1
367,1ff_4_uniform,14.212670403551895,1,f,0,4,1
368,1ft_4_uniform,69.92853494818836,1,f,1,4,1
369,1tt_4_uniform,0.0,1,t,1,4,1
370,1mf_4_uniform,15.165750888103101,1,m,0,4,1
371,1mt_4_uniform,18.973665961010276,1,m,1,4,1
372,1tfNone_4_uniform,0.0,1,t,0,4,1
373,1ff_4_uniform,37.62977544445356,1,f,0,4,1
374,1ft_4_uniform,29.086079144497972,1,f,1,4,1
375,1tt_4_uniform,0.0,1,t,1,4,1
376,1mf_4_uniform,58.39520528262573,1,m,0,4,1
377,1mt_4_uniform,22.135943621178654,1,m,1,4,1
378,1tfNone_4_uniform,0.0,1,t,0,4,1
379,1ff_4_uniform,29.698484809834994,1,f,0,4,1
380,1ft_4_uniform,55.767373974394744,1,f,1,4,1
381,1tt_4_uniform,0.0,1,t,1,4,1
382,1mf_4_uniform,16.97056274847714,1,m,0,4,1
383,1mt_4_uniform,40.718546143004666,1,m,1,4,1
384,1tfNone_4_uniform,0.0,1,t,0,4,1
385,1ff_4_uniform,10.099504938362077,1,f,0,4,1
386,1ft_4_uniform,41.49698784249286,1,f,1,4,1
387,1tt_4_uniform,0.0,1,t,1,4,1
388,1mf_4_uniform,8.602325267042627,1,m,0,4,1
389,1mt_4_uniform,20.493901531919196,1,m,1,4,1
390,1tfNone_4_uniform,0.0,1,t,0,4,1
391,1ff_4_uniform,15.165750888103101,1,f,0,4,1
392,1ft_4_uniform,36.76955262170047,1,f,1,4,1
393,1tt_4_uniform,0.0,1,t,1,4,1
394,1mf_4_uniform,33.97057550292606,1,m,0,4,1
395,1mt_4_uniform,10.488088481701515,1,m,1,4,1
396,1tfNone_4_uniform,0.0,1,t,0,4,1
397,1ff_4_uniform,27.09243436828813,1,f,0,4,1
398,1ft_4_uniform,44.74371464239419,1,f,1,4,1
399,1tt_4_uniform,0.0,1,t,1,4,1
400,1mf_4_uniform,25.69046515733026,1,m,0,4,1
401,1mt_4_uniform,36.959437225152655,1,m,1,4,1
402,1tfNone_4_uniform,0.0,1,t,0,4,1
403,1ff_4_uniform,22.40535650240808,1,f,0,4,1
404,1ft_4_uniform,33.13608305156178,1,f,1,4,1
405,1tt_4_uniform,0.0,1,t,1,4,1
406,1mf_4_uniform,40.07492981902776,1,m,0,4,1
407,1mt_4_uniform,63.324560795950255,1,m,1,4,1
408,1tfNone_4_uniform,0.0,1,t,0,4,1
409,1ff_4_uniform,15.937377450509228,1,f,0,4,1
410,1ft_4_uniform,18.0,1,f,1,4,1
411,1tt_4_uniform,0.0,1,t,1,4,1
412,1mf_4_uniform,23.280893453645632,1,m,0,4,1
413,1mt_4_uniform,23.194827009486403,1,m,1,4,1
414,1tfNone_4_uniform,0.0,1,t,0,4,1
415,1ff_4_uniform,54.24020648928247,1,f,0,4,1
416,1ft_4_uniform,44.11349000022555,1,f,1,4,1
417,1tt_4_uniform,0.0,1,t,1,4,1
418,1mf_4_uniform,16.24807680927192,1,m,0,4,1
419,1mt_4_uniform,28.705400188814647,1,m,1,4,1
420,1tfNone_4_exponential,0.0,1,t,0,4,0
421,1ff_4_exponential,253.4955620913313,1,f,0,4,0
422,1ft_4_exponential,540.8770655148913,1,f,1,4,0
423,1tt_4_exponential,0.0,1,t,1,4,0
424,1mf_4_exponential,250.86649836118013,1,m,0,4,0
425,1mt_4_exponential,429.2574984784774,1,m,1,4,0
426,1tfNone_4_exponential,0.0,1,t,0,4,0
427,1ff_4_exponential,207.90863377935992,1,f,0,4,0
428,1ft_4_exponential,464.385615625635,1,f,1,4,0
429,1tt_4_exponential,0.0,1,t,1,4,0
430,1mf_4_exponential,286.11885642159274,1,m,0,4,0
431,1mt_4_exponential,454.303863069642,1,m,1,4,0
432,1tfNone_4_exponential,0.0,1,t,0,4,0
433,1ff_4_exponential,256.0703028466987,1,f,0,4,0
434,1ft_4_exponential,448.8719193712166,1,f,1,4,0
435,1tt_4_exponential,0.0,1,t,1,4,0
436,1mf_4_exponential,277.59322758309503,1,m,0,4,0
437,1mt_4_exponential,480.1916284151568,1,m,1,4,0
438,1tfNone_4_exponential,0.0,1,t,0,4,0
439,1ff_4_exponential,246.59278172728415,1,f,0,4,0
440,1ft_4_exponential,446.8579192539839,1,f,1,4,0
441,1tt_4_exponential,0.0,1,t,1,4,0
442,1mf_4_exponential,264.11739813953943,1,m,0,4,0
443,1mt_4_exponential,489.33628518637363,1,m,1,4,0
444,1tfNone_4_exponential,0.0,1,t,0,4,0
445,1ff_4_exponential,239.2362848733444,1,f,0,4,0
446,1ft_4_exponential,483.23079372076444,1,f,1,4,0
447,1tt_4_exponential,0.0,1,t,1,4,0
448,1mf_4_exponential,292.9607482240582,1,m,0,4,0
449,1mt_4_exponential,482.4790150877031,1,m,1,4,0
450,1tfNone_4_exponential,0.0,1,t,0,4,0
451,1ff_4_exponential,289.20926679482454,1,f,0,4,0
452,1ft_4_exponential,507.43078345721204,1,f,1,4,0
453,1tt_4_exponential,0.0,1,t,1,4,0
454,1mf_4_exponential,215.2812114421507,1,m,0,4,0
455,1mt_4_exponential,481.2192847341012,1,m,1,4,0
456,1tfNone_4_exponential,0.0,1,t,0,4,0
457,1ff_4_exponential,301.6289110811495,1,f,0,4,0
458,1ft_4_exponential,489.201390022555,1,f,1,4,0
459,1tt_4_exponential,0.0,1,t,1,4,0
460,1mf_4_exponential,266.97190863459775,1,m,0,4,0
461,1mt_4_exponential,458.9444410819244,1,m,1,4,0
462,1tfNone_4_exponential,0.0,1,t,0,4,0
463,1ff_4_exponential,284.93508032532606,1,f,0,4,0
464,1ft_4_exponential,458.03274992078894,1,f,1,4,0
465,1tt_4_exponential,0.0,1,t,1,4,0
466,1mf_4_exponential,200.31475232743094,1,m,0,4,0
467,1mt_4_exponential,475.3167365031448,1,m,1,4,0
468,1tfNone_4_exponential,0.0,1,t,0,4,0
469,1ff_4_exponential,251.29663746258126,1,f,0,4,0
470,1ft_4_exponential,480.58089849680874,1,f,1,4,0
471,1tt_4_exponential,0.0,1,t,1,4,0
472,1mf_4_exponential,309.4608214297894,1,m,0,4,0
473,1mt_4_exponential,496.2721027823345,1,m,1,4,0
474,1tfNone_4_exponential,0.0,1,t,0,4,0
475,1ff_4_exponential,269.9592561850769,1,f,0,4,0
